1	5
2	7
3	9
0	5
0	4
1	4
2	7
3	9
0	4
2	8
3	7
4	11
2	7
2	6
2	7
2	6
0	6
2	6
3	10
2	7
0	6
3	10
2	8
3	5
3	7
0	5
4	9
1	7
2	6
1	7
0	5
3	8
2	6
0	6
0	4
3	7
0	5
1	5
2	7
1	6
4	9
3	9
2	7
1	6
2	8
1	6
4	10
1	5
2	7
3	7
2	8
3	9
1	5
1	4
4	7
3	9
3	7
1	5
1	7
3	8
0	7
3	9
0	5
1	6
2	9
0	5
4	7
1	7
3	6
2	5
3	9
1	6
2	7
1	5
4	11
0	5
2	8
2	6
0	6
2	6
0	6
4	10
3	9
3	9
0	4
4	9
0	6
2	6
1	6
3	8
2	6
1	6
3	7
4	11
3	7
2	8
1	6
3	7
1	5
4	7
1	7
1	6
1	6
2	7
1	7
4	10
3	7
2	6
1	7
1	6
0	6
2	8
1	6
3	7
3	7
1	6
1	8
0	5
1	5
2	6
1	6
2	7
0	6
2	9
3	7
2	6
1	7
0	4
1	7
3	8
3	7
4	10
3	10
3	10
3	10
1	5
2	6
4	9
2	8
3	8
3	7
2	7
2	9
0	4
2	6
0	4
2	7
3	8
2	7
1	6
1	5
3	7
4	10
3	6
4	8
3	9
3	8
2	6
2	5
2	7
4	9
4	10
2	6
2	7
3	7
2	7
3	7
4	10
2	7
3	9
0	5
3	7
0	4
2	8
1	6
1	5
3	9
1	5
1	5
3	9
3	8
3	8
4	10
1	7
0	5
4	9
3	9
4	8
1	8
2	6
1	7
0	5
1	6
3	8
3	7
0	6
0	5
2	6
0	6
3	8
1	5
4	8
2	7
1	8
4	10
3	5
2	5
0	4
1	6
2	5
2	7
1	5
4	8
1	6
0	6
3	6
4	9
2	7
2	7
0	6
3	7
2	7
2	8
2	7
0	5
0	5
0	4
0	6
0	4
2	9
2	7
4	9
2	5
2	8
0	5
3	8
1	7
1	7
4	10
2	9
0	5
2	7
3	7
3	8
0	6
2	8
1	6
3	9
3	8
2	6
3	10
4	8
3	8
2	7
2	6
3	8
2	6
3	8
4	9
2	8
2	6
2	9
2	7
3	10
0	5
2	7
1	6
4	9
0	5
2	7
1	6
3	9
0	5
3	7
1	6
2	5
1	6
3	8
3	8
1	6
2	7
3	8
1	6
0	5
2	8
2	7
2	6
3	7
4	10
1	5
4	9
3	11
2	9
0	4
1	6
2	6
0	6
3	9
2	7
1	7
4	8
2	8
4	8
1	4
3	7
1	3
1	5
1	8
1	7
1	5
1	6
4	10
2	8
3	6
3	9
4	10
0	7
0	3
2	6
4	9
0	3
3	9
1	6
2	7
3	9
1	6
2	8
1	7
1	6
0	4
1	8
2	6
4	10
3	7
0	7
1	6
3	8
3	10
1	6
3	10
3	9
3	7
4	8
2	5
1	7
3	7
1	5
2	7
3	7
1	5
3	7
2	8
2	7
2	5
1	6
0	6
2	6
4	8
1	5
2	5
1	6
3	8
4	10
1	5
2	7
2	6
4	9
4	9
2	8
4	8
2	6
2	8
2	8
2	7
3	9
4	10
3	8
2	6
3	8
3	8
2	7
0	6
1	8
2	7
3	8
0	5
2	6
3	7
2	7
3	7
2	7
2	9
0	5
2	7
1	8
2	6
3	9
0	6
1	8
1	6
1	6
1	7
3	7
3	7
4	9
2	6
1	7
2	7
0	5
3	9
1	9
1	6
1	5
1	6
2	7
1	5
2	6
4	10
3	7
3	9
1	7
4	9
2	6
2	7
1	4
3	8
1	7
4	11
1	5
2	6
2	7
2	7
3	7
4	8
2	8
2	6
0	7
2	6
2	6
1	6
3	8
1	6
0	6
1	5
4	8
4	8
2	7
0	5
4	10
4	10
2	10
1	5
4	8
4	10
1	7
4	9
4	9
3	9
2	8
2	7
2	7
3	7
2	6
1	5
4	10
4	9
4	9
0	5
2	6
2	5
3	8
1	5
0	5
4	11
4	10
1	7
2	7
2	7
3	9
2	7
0	6
3	8
1	6
2	7
3	6
3	8
4	10
3	7
3	9
4	9
3	8
3	8
3	8
2	7
3	9
1	4
0	7
1	7
4	9
1	5
2	8
3	8
2	7
3	9
0	6
1	6
2	7
3	7
0	5
2	8
2	6
3	9
2	8
4	9
2	7
1	5
2	8
1	7
0	5
2	9
3	8
0	6
3	8
4	9
0	4
2	6
1	8
2	8
3	7
1	5
2	5
2	6
3	8
2	7
4	7
1	8
1	7
1	6
3	8
3	9
3	7
3	7
2	9
1	5
4	10
2	7
4	9
2	7
1	6
1	4
0	6
0	4
2	7
1	7
3	7
1	7
1	6
2	7
2	5
2	7
4	10
0	6
2	8
2	7
2	7
4	9
1	5
1	7
3	7
3	8
3	6
1	6
1	7
1	5
1	6
2	6
3	9
3	8
1	8
2	7
1	5
2	7
1	5
1	7
1	6
1	6
2	8
1	6
4	7
2	7
1	6
4	8
4	9
3	8
3	6
3	10
3	8
3	8
2	8
0	5
3	9
2	8
2	5
3	6
3	9
4	8
4	10
1	6
3	8
1	7
1	5
1	7
0	6
3	9
3	8
0	5
4	9
4	8
3	7
0	5
1	5
3	8
0	5
4	7
1	4
1	6
1	6
3	8
2	7
1	4
2	6
2	8
2	9
1	6
1	6
1	8
3	7
4	9
2	6
2	7
1	5
3	8
2	6
4	9
1	7
2	6
1	7
1	6
3	7
2	7
4	8
2	7
3	8
3	8
2	8
0	4
3	5
0	6
3	8
1	5
2	8
3	6
4	9
1	5
2	5
3	9
0	5
2	8
3	9
2	6
2	8
3	8
2	7
2	7
3	9
4	9
3	9
1	6
0	5
1	5
1	6
2	8
1	6
2	7
3	9
4	9
3	8
3	8
1	8
3	8
1	7
3	8
0	3
3	9
0	5
1	7
1	6
3	9
4	9
2	7
4	10
3	10
4	9
3	8
2	7
4	10
4	9
3	8
1	8
2	8
3	7
2	8
3	7
2	8
4	9
1	6
3	6
0	6
1	6
1	6
2	6
0	5
1	7
0	4
1	7
0	6
2	7
4	10
4	10
2	6
2	7
1	7
1	5
1	6
2	9
1	6
3	7
3	8
3	8
2	6
4	10
2	8
0	5
2	7
0	7
1	5
2	9
2	7
1	5
4	10
0	5
2	6
3	6
1	7
3	8
4	9
3	9
1	7
3	11
3	10
3	9
3	8
4	9
2	7
3	8
4	8
3	5
3	10
0	3
3	7
3	7
2	8
2	7
2	7
3	9
4	8
3	6
4	10
1	6
4	10
3	6
0	5
1	7
3	8
2	7
3	8
0	4
4	10
4	10
1	3
4	9
2	9
4	9
2	9
1	5
2	7
2	8
3	10
4	10
2	7
2	7
1	7
1	6
0	5
3	10
1	6
1	8
4	8
2	6
2	7
0	6
1	7
1	6
1	6
3	9
2	10
1	6
3	8
1	6
0	5
1	6
1	6
2	5
3	8
0	4
1	7
3	8
3	8
1	7
3	6
1	6
1	6
2	8
0	6
4	10
3	9
2	6
1	5
0	5
1	8
3	9
1	5
0	5
2	7
0	4
3	9
3	9
1	8
3	8
2	6
2	7
0	5
1	7
1	6
2	5
0	3
3	8
1	4
3	6
4	9
2	5
2	7
3	8
2	8
1	7
3	9
0	8
3	9
3	8
3	7
2	7
2	7
4	10
4	9
4	7
2	8
3	7
1	7
3	7
3	7
3	8
3	9
0	4
4	10
1	6
1	7
3	9
4	9
1	6
4	9
3	9
2	9
1	6
1	5
3	8
3	8
2	6
2	6
0	5
1	7
3	7
0	4
1	7
1	6
4	9
2	8
0	6
4	9
1	5
3	8
1	5
3	8
4	8
3	8
1	6
0	5
0	8
1	6
2	7
0	3
2	7
3	9
3	7
4	10
3	9
3	8
1	5
2	6
3	7
4	10
1	4
3	8
2	6
3	7
3	8
1	7
3	8
4	8
1	7
1	7
1	7
0	5
1	5
3	8
1	6
3	9
1	8
3	6
3	7
2	7
1	6
3	8
0	3
2	7
3	9
2	7
0	5
3	9
1	5
0	6
2	8
2	8
1	6
3	8
0	5
0	5
2	7
4	10
2	4
3	9
2	6
4	10
2	8
3	9
2	7
3	8
3	7
1	5
1	4
2	8
2	6
2	9
2	7
3	8
0	1
0	6
1	6
2	8
3	7
2	8
4	9
3	7
3	7
0	5
1	7
2	6
1	4
1	6
3	8
1	5
3	8
4	10
2	6
1	7
2	7
1	6
1	8
1	6
2	8
1	5
0	4
2	7
3	7
2	6
2	7
0	5
1	7
1	5
1	6
2	7
2	6
1	6
1	5
0	7
4	10
4	7
4	7
3	9
1	5
1	5
3	8
3	6
0	4
3	9
3	9
2	7
3	10
3	6
4	10
2	7
1	5
3	7
3	8
0	4
2	7
0	6
4	9
4	11
3	7
2	7
2	6
3	8
3	6
2	7
1	5
1	6
2	5
1	6
1	7
4	11
0	5
2	7
0	5
3	8
3	9
3	8
2	8
1	7
1	7
3	8
1	6
0	6
2	7
3	7
1	5
1	4
2	6
1	6
3	9
2	7
2	7
2	7
4	9
4	8
2	7
1	7
3	10
1	8
3	9
1	6
3	9
4	7
2	8
4	9
0	5
4	11
4	9
3	8
4	9
3	9
0	7
1	5
2	7
0	4
1	7
1	6
3	9
1	8
1	7
0	6
3	9
1	6
2	7
3	9
0	5
1	6
1	8
1	6
1	5
3	8
0	5
0	5
0	6
3	8
3	8
4	8
2	7
0	3
1	7
3	8
4	9
0	4
3	7
1	6
3	10
1	7
4	9
2	7
3	6
4	8
1	7
2	7
3	9
2	7
2	6
3	6
4	8
4	9
1	5
2	5
4	8
1	7
2	7
3	7
2	6
2	7
3	8
3	7
3	9
2	7
3	6
1	7
2	7
2	6
4	10
3	8
2	6
3	8
3	7
4	9
3	8
2	7
2	5
2	6
4	9
2	7
4	9
2	6
0	6
1	5
4	10
3	7
3	9
0	6
1	6
2	7
1	7
4	10
1	8
0	5
4	8
3	7
4	9
3	8
0	5
3	9
1	6
2	6
1	7
2	6
4	10
1	4
2	7
0	5
1	7
1	6
2	6
4	8
3	8
3	10
4	6
3	9
2	5
1	5
2	8
1	5
0	5
3	6
0	5
1	6
1	5
1	6
1	5
2	8
2	6
1	7
3	8
1	6
4	9
3	8
0	7
2	6
0	5
2	8
0	6
3	8
3	8
4	9
3	9
4	8
0	5
4	10
1	6
1	6
2	7
2	7
0	7
2	6
0	6
2	8
0	6
0	4
1	5
3	9
3	10
2	7
3	8
0	6
1	6
1	7
0	5
1	7
4	10
4	9
0	3
2	7
2	8
2	8
1	5
1	7
3	10
2	8
2	9
2	6
1	7
1	4
4	8
1	8
1	6
0	5
1	5
2	8
2	7
2	7
1	6
3	8
2	6
1	5
2	7
0	6
3	7
2	7
0	5
1	6
2	7
1	6
3	8
2	6
0	4
3	6
4	11
3	6
3	7
3	8
1	6
1	5
1	6
3	9
1	6
1	6
1	6
2	8
4	10
2	8
2	6
3	7
1	5
0	6
3	9
2	6
0	6
4	8
1	5
2	7
1	6
3	7
4	9
2	8
3	7
1	7
3	8
2	7
1	7
1	5
1	6
1	6
2	6
2	8
3	5
3	7
2	7
2	6
1	6
1	6
1	5
0	5
2	7
4	11
2	8
3	7
3	9
2	8
2	8
1	6
2	7
1	5
4	8
4	8
3	7
0	5
4	9
1	5
3	8
1	7
0	4
0	5
4	8
3	6
2	6
4	9
3	9
0	5
0	6
2	5
2	6
3	7
3	7
1	6
2	7
1	6
3	9
1	7
1	5
1	7
2	7
4	8
0	4
4	8
2	7
3	7
0	6
2	7
3	9
1	5
1	5
3	9
1	8
1	6
1	8
1	6
2	7
1	5
1	5
4	10
3	8
2	6
3	7
0	5
1	6
2	8
2	7
1	5
1	6
4	7
0	7
0	6
2	8
1	6
4	9
3	10
2	7
2	8
2	7
1	7
4	11
3	7
1	6
0	6
1	6
1	6
1	7
1	5
1	4
3	9
3	7
2	6
3	7
2	5
1	6
1	5
1	6
0	6
2	6
1	7
4	9
3	8
2	8
4	10
3	8
1	6
2	9
3	8
3	8
2	10
1	4
1	7
2	8
3	8
2	6
2	6
2	7
2	7
4	10
4	10
1	4
2	10
1	5
3	7
2	8
2	7
3	8
2	8
3	10
1	5
3	8
0	4
3	10
1	7
3	7
1	4
4	8
1	6
1	5
1	6
3	8
4	10
2	6
2	7
3	8
1	6
4	9
3	9
3	9
2	8
0	4
0	7
2	5
1	7
1	7
1	6
2	5
3	8
0	5
1	7
1	4
3	9
3	7
1	5
3	7
1	6
3	9
4	9
2	8
1	5
0	6
2	6
2	6
3	9
1	5
1	6
3	7
2	7
1	6
2	7
1	6
4	8
3	9
3	8
2	9
0	3
4	9
1	7
1	7
2	4
2	9
3	10
4	9
3	8
0	4
2	5
4	9
4	7
2	6
1	9
2	8
1	6
1	4
3	9
4	9
3	9
3	10
2	7
3	10
2	7
3	7
1	6
0	5
1	5
1	6
3	8
2	7
3	8
1	8
1	5
1	6
2	8
1	6
2	6
1	7
0	6
2	8
1	6
3	8
2	8
4	10
0	4
1	6
2	8
1	7
1	6
2	5
2	8
3	7
1	6
3	8
1	8
3	7
1	6
3	7
2	6
2	8
4	9
1	7
4	9
3	7
1	6
4	9
3	7
1	4
2	8
1	5
4	9
3	8
0	4
4	10
1	7
4	9
1	7
0	4
4	9
2	8
2	7
1	8
2	8
3	8
3	7
3	8
2	6
3	7
4	9
2	7
1	6
1	6
3	7
2	6
3	7
2	7
3	9
1	6
2	7
4	9
4	7
1	6
1	5
4	8
1	7
4	7
4	9
2	6
1	6
1	5
4	10
2	5
3	8
3	7
3	7
2	8
2	6
1	5
0	4
3	9
2	7
2	8
3	10
3	7
2	8
4	9
3	8
1	6
2	8
0	5
1	6
1	6
3	8
4	7
2	8
3	8
1	7
3	7
2	7
2	7
1	5
2	7
2	6
2	7
4	8
0	6
1	8
2	9
2	7
4	9
4	9
1	6
3	8
2	6
2	9
3	8
1	5
3	7
2	7
2	8
3	9
1	6
0	5
4	10
1	4
1	7
0	3
1	5
4	9
4	8
1	5
1	6
1	5
2	8
2	7
0	4
0	4
2	8
1	6
2	7
3	7
0	6
1	7
3	6
2	9
4	10
1	8
2	5
1	7
1	6
2	9
1	5
4	8
4	9
2	8
3	10
1	8
4	10
3	8
3	8
4	11
1	4
3	8
1	6
2	7
0	4
4	9
1	4
0	5
2	7
1	8
4	10
2	7
0	7
3	8
2	7
1	5
2	7
3	9
2	6
4	9
3	9
0	4
1	4
3	9
2	7
3	6
3	8
2	7
3	9
1	5
4	8
4	7
3	6
1	7
0	4
0	5
2	7
2	6
4	9
3	9
1	6
1	6
3	7
0	3
3	10
2	8
3	8
0	5
0	3
4	8
4	8
0	6
3	8
4	10
3	8
1	7
0	4
3	9
1	6
2	8
1	6
3	8
1	8
1	6
1	5
4	11
2	7
3	9
1	7
3	8
2	7
2	6
4	9
4	8
2	8
0	5
2	7
3	7
2	6
2	7
1	5
2	5
1	7
0	5
2	7
4	8
0	5
0	7
2	9
2	8
0	4
2	7
4	9
4	8
3	7
3	10
1	6
1	5
3	7
4	9
1	6
2	6
4	8
4	10
3	8
4	8
0	4
0	5
4	9
3	7
3	7
3	9
2	7
3	9
1	9
1	5
1	5
3	8
1	8
3	9
1	5
4	9
2	6
3	8
4	10
3	8
3	8
0	3
1	6
2	9
3	9
2	9
3	6
1	4
4	9
4	9
0	6
1	6
0	3
2	8
2	7
3	9
1	6
0	7
3	9
2	7
1	5
3	7
2	6
1	6
3	7
1	7
1	6
0	3
2	8
0	5
2	5
3	8
3	8
4	9
2	7
4	9
3	8
4	10
2	8
4	9
2	6
3	6
1	5
4	8
4	9
3	8
3	9
1	5
0	3
2	9
3	10
2	7
1	6
1	8
3	8
3	9
1	6
2	7
2	7
2	7
2	7
1	7
1	4
1	7
0	6
0	6
1	6
1	5
1	6
1	6
3	10
1	8
4	11
2	6
3	8
1	5
2	7
2	7
4	9
2	6
0	5
3	8
1	5
4	7
3	7
2	7
4	10
2	5
2	5
0	6
4	11
2	7
2	8
2	7
1	6
1	6
1	5
1	6
0	7
0	8
2	7
2	7
2	7
1	5
1	5
3	7
3	9
3	10
2	6
4	10
1	6
2	9
1	6
0	5
4	9
0	5
1	5
1	8
3	8
1	5
1	5
1	7
0	4
1	6
0	7
2	5
2	7
3	8
2	8
4	9
2	6
1	5
1	6
1	6
1	8
2	7
2	7
2	7
3	7
4	8
2	6
1	6
1	8
3	10
3	7
3	8
1	4
3	7
4	8
2	6
3	8
0	5
3	9
2	7
2	6
2	8
1	5
2	9
2	6
2	8
2	5
1	6
0	5
2	8
2	6
3	7
2	7
0	4
1	7
0	5
4	9
1	7
2	5
2	7
3	8
3	9
2	6
1	5
3	9
0	4
1	8
1	6
0	3
2	8
1	6
2	7
1	6
3	9
4	8
0	4
2	6
2	7
4	10
2	8
1	3
2	6
1	5
3	8
0	5
2	7
0	3
3	10
2	8
3	7
2	5
0	4
4	8
1	7
1	7
3	8
3	9
3	9
1	6
2	7
4	10
0	6
0	7
2	8
0	4
3	9
2	8
0	5
3	9
1	6
4	11
1	7
1	7
3	10
3	8
0	6
3	6
3	6
4	9
2	7
4	10
1	6
3	8
1	5
0	4
2	7
2	10
3	7
2	7
3	9
2	8
0	5
2	7
3	7
2	7
1	5
2	6
3	8
1	6
3	8
0	6
2	7
1	6
0	5
2	6
3	9
4	9
2	8
3	8
1	5
4	10
2	7
1	6
3	8
4	9
3	8
2	4
2	7
3	7
2	8
1	5
2	6
4	7
1	5
0	5
3	7
1	4
2	7
1	7
4	10
2	8
1	6
0	4
0	5
2	9
4	9
3	8
3	7
3	7
2	6
2	7
2	7
0	6
3	9
4	10
2	7
2	6
1	6
4	8
3	8
3	7
4	9
2	7
2	7
0	3
3	8
1	6
3	9
1	6
2	5
2	6
0	4
1	7
3	9
0	5
3	8
1	9
1	6
1	7
2	8
0	3
4	10
4	8
3	8
2	7
3	9
0	5
4	9
2	7
4	8
2	9
3	8
2	9
2	8
0	5
2	9
2	8
1	6
2	7
2	8
2	7
1	6
0	5
2	6
1	7
4	10
2	6
2	8
2	7
4	10
3	9
2	8
3	7
4	9
4	10
1	6
4	10
3	7
2	6
4	7
0	5
1	7
3	7
1	5
4	8
1	5
3	7
2	6
3	8
2	5
1	6
2	5
2	6
2	7
2	8
2	8
3	7
2	7
2	6
4	9
2	7
2	7
0	5
3	9
3	8
1	5
2	8
1	4
2	5
2	7
4	9
2	9
2	7
1	6
2	6
4	8
3	6
0	4
4	9
2	8
2	6
1	6
3	8
2	7
3	9
1	7
2	6
1	6
1	8
1	6
2	7
1	5
3	8
1	5
2	7
1	7
1	8
1	6
1	6
4	9
1	5
1	5
2	7
3	7
3	10
2	7
1	6
2	7
3	9
2	7
0	5
2	8
1	6
2	7
2	5
4	9
3	8
1	5
2	8
2	5
2	6
0	3
2	6
1	5
2	7
1	5
2	6
2	7
2	9
0	5
0	5
3	9
2	7
1	5
3	7
2	9
4	9
1	6
3	9
1	6
4	10
3	9
2	7
1	5
2	8
1	5
2	7
1	5
3	8
1	5
3	7
0	5
2	8
2	6
3	8
2	6
3	9
1	6
2	6
0	6
1	7
3	9
1	7
2	6
2	6
2	7
4	9
2	7
1	6
3	7
2	8
2	6
2	8
0	7
3	6
1	6
4	8
2	6
0	4
3	8
2	7
3	9
0	5
2	7
4	9
3	6
1	5
2	7
3	7
3	7
1	8
4	10
2	4
3	6
3	7
2	7
0	5
1	5
3	8
1	4
1	6
4	7
0	5
1	7
4	8
1	5
1	6
1	6
1	7
3	7
2	7
3	7
0	5
2	7
0	5
3	8
4	10
0	6
1	6
3	8
1	5
0	3
2	7
3	7
2	7
3	8
2	7
3	8
3	7
1	4
1	7
3	9
1	6
1	6
2	10
3	8
0	5
1	6
2	6
4	9
4	9
2	7
2	7
2	7
1	7
1	4
3	8
1	6
2	7
0	5
2	6
3	8
2	7
2	8
3	9
0	5
3	9
3	9
2	7
4	11
4	8
4	9
3	7
2	7
1	8
3	7
0	6
3	8
3	8
0	5
1	6
4	11
2	7
3	9
3	7
0	6
2	7
0	5
3	9
3	8
1	4
1	6
4	8
0	4
1	4
2	7
1	7
0	6
3	10
1	6
2	7
2	7
0	5
2	7
2	6
1	4
0	5
1	7
3	7
2	6
1	6
2	8
3	8
4	9
2	7
2	6
3	6
3	7
4	6
4	7
1	6
3	7
2	7
2	7
0	5
0	7
3	7
2	7
0	6
4	7
3	8
2	7
2	7
1	5
1	6
4	10
4	7
2	7
1	6
2	6
2	8
3	9
4	9
2	8
1	6
1	5
2	7
1	5
1	6
2	6
1	5
4	10
3	10
0	6
1	6
4	9
0	5
2	6
3	9
2	8
2	6
2	6
0	5
2	8
3	10
1	7
2	9
2	7
1	5
0	5
3	10
3	7
2	8
3	7
4	7
1	8
2	6
0	5
1	5
0	6
2	9
2	7
2	8
2	7
3	9
3	9
2	7
3	6
1	6
1	6
0	4
1	4
3	8
3	8
2	7
2	9
1	6
3	8
4	9
2	7
0	5
2	6
1	6
2	8
3	10
3	9
1	6
1	5
3	7
0	2
3	9
1	5
2	7
4	7
4	9
2	6
3	8
3	8
2	5
3	8
2	7
2	8
0	5
3	10
2	7
2	7
3	9
4	7
3	8
1	5
0	5
2	6
3	8
2	7
3	8
4	10
4	7
1	4
4	7
4	9
2	9
1	6
2	7
3	8
1	7
1	5
3	10
3	8
2	7
1	6
4	9
1	4
0	8
0	5
2	6
1	6
3	7
0	5
0	6
2	8
3	7
3	7
1	8
2	8
1	5
0	4
1	6
2	8
1	7
4	9
3	10
3	5
1	6
2	7
2	6
4	9
1	9
3	8
1	7
4	9
1	5
2	8
3	9
4	7
2	7
3	9
0	5
2	7
1	7
0	6
2	9
2	6
3	7
4	10
0	4
4	8
3	9
2	8
0	5
3	7
4	10
0	6
3	8
3	9
1	6
4	10
2	6
3	8
3	8
1	6
0	4
0	3
1	5
1	6
3	9
0	6
0	7
1	4
2	7
1	5
1	5
1	6
1	7
1	7
3	8
3	10
3	10
1	7
4	8
0	3
4	8
1	6
2	7
4	9
3	9
2	6
2	8
0	5
2	8
3	7
